,rating,attitude,positve phrase,negative phrase,positive tags,negative tags:
1945,5,0,"['Makeup', 'Costumes', 'Special effects']","['Lack of character development', 'Lack of strong storyline']","['Impeccable Production', 'Impeccable Production', 'Impeccable Production']","['Weak Plot', 'Weak Plot']"
1946,10,1,"['Stunning visuals', 'Great story', 'Well introduction to new world', 'Good performances', 'Takes its time']",['None'],"['Stunning Visuals', 'Engaging Plot', 'Engaging Plot', 'Strong Performances', 'Thought-Provoking Themes']",['None']
1947,9,1,"['Visually striking', 'Fantastic cinematography', 'Rich lore', 'Great cast performances', 'Excellent soundtrack']","['Weak ending', 'Pacing issues']","['Stunning Visuals', 'Stunning Visuals', 'Thought-Provoking Themes', 'Strong Performances', 'Immersive Sound Design']","['Weak Plot', 'Muddled Themes']"
1948,10,1,['Transported me to book scenes'],['Casting of Rebecca Ferguson'],['Faithful adaptation'],['Subpar Acting']
1949,6,0,"['Great special effects', 'Good sound', 'Impressive cinematography']",['Becomes boring over time'],"['Stunning Visuals', 'Immersive Sound Design', 'Stunning Visuals']",['Muddled Themes']
1950,1,0,['None'],['Long and drawn out'],['None'],['Weak Plot']
1951,9,1,"['Mysterious', 'High Stakes drama', 'Character development', 'World building', 'Stunning design elements']",['Cliffhanger ending'],"['Engaging Plot', 'Engaging Plot', 'Engaging Plot', 'Impeccable Production', 'Impeccable Production']",['Muddled Themes']
1952,5,0,"['scope', 'grandeur', 'worm effects', 'technical brilliance', 'acting']","['character development', 'lack of respect for source material', 'zero payoff in the end', 'unintelligible dialog']","['Engaging Plot', 'Engaging Plot', 'Thought-Provoking Themes', 'Impeccable Production', 'Strong Performances']","['Weak Plot', 'Poor Adaptation', 'Muddled Themes', 'Poor Audio Quality']"
1953,9,1,"['Jaw-dropping', 'Greatest sci-fi of all time', 'Creative pressure and delivery', 'Delivery by Denis Villeneuve', 'Potential top 15 on IMDB']",['Audio issues with whispering voices'],"['Stunning Visuals', 'Thought-Provoking Themes', 'Thought-Provoking Themes', 'None', 'None']",['Poor Audio Quality']
1954,10,1,"['Storytelling', 'CGI', 'Script', 'Acting', 'Directing', 'Set and wardrobe design', 'Practical technology design', 'Sound engineering', 'Followed laws of physics', 'Minimal plot holes', 'Minimal use of obscure references', 'Perfect amount of words used']",['None'],"['Engaging Plot', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design', 'Thought-Provoking Themes', 'Faithful adaptation']",['Muddled Themes']
1955,1,0,['None'],"['Acting', 'Remake', ""Director's reputation""]",['None'],"['Subpar Acting', 'Muddled Themes', 'Poor Adaptation']"
1956,9,1,"['Incredible visuals', 'Powerful music', 'Realistic world-building', 'Great acting', 'Intriguing storyline']",['Lack of clear story explanations'],"['Stunning Visuals', 'Immersive Sound Design', 'Impeccable Production', 'Strong Performances', 'Engaging Plot']",['Muddled Themes']
1957,10,1,"['Grand storytelling', ""Hans Zimmer's amazing score""]",['None'],"['Thought-Provoking Themes', 'Immersive Sound Design']",['None']
1958,10,1,"['Masterful adaptation', 'Amazing cinematics', 'Great performances']",['None'],"['Faithful adaptation', 'Stunning Visuals', 'Strong Performances']",['None']
1959,9,1,"['Lore', 'Visuals', 'Music', 'VFX', 'Acting']","['Whispering/dialogue clarity', 'Some actors feeling out of place']","['Engaging Plot', 'Stunning Visuals', 'Immersive Sound Design', 'Impeccable Production', 'Strong Performances']","['Poor Audio Quality', 'Subpar Acting']"
1960,9,1,"['Faithful adaptation', 'Stunning visuals', 'Recognizable dialogue from the original book']",['Slow pacing for those unfamiliar with the book'],"['Faithful adaptation', 'Stunning Visuals', 'Immersive Sound Design']",['Muddled Themes']
1961,10,1,"['Intense', 'Fascinating', 'Takes you to another dimension', ""Timothée Hal Chalamet's performance""]",['None'],"['Engaging Plot', 'Engaging Plot', 'Strong Performances', 'Strong Performances']",['None']
1962,4,0,['   None'],"['Lack of substantial content', 'Overreliance on computer effects', 'Perceived plagiarism from other franchises']",['None'],"['Weak Plot', 'Lackluster Cinematography', 'Poor Audio Quality', 'Poor Adaptation']"
1963,9,1,"['Faithful adaptation', 'Major plot points covered', 'Themes and nuances preserved']","['Lack of depth in feud', 'Fast pacing', 'Emotional gravity lacking at times', 'Muted style']","['Faithful adaptation', 'Engaging Plot', 'Thought-Provoking Themes']","['Weak Plot', 'Muddled Themes', 'Poor Audio Quality', 'Muddled Themes']"
1964,9,1,"['       - Stuck to the book', '       - Great casting', '       - Great direction', '       - Great music score', '       - Potential for a part 2']",['       - None'],"['Faithful adaptation', 'Strong Performances', 'Thought-Provoking Themes', 'Immersive Sound Design', 'Engaging Plot']",['None']
1965,10,1,"['Cinematography', 'Acting', 'Effects', 'Music', 'Accuracy to the books', 'Design of ornithopters', 'Portrayal of voice power']","['Sandworm design', 'Fight choreography', 'Casting choices']","['Stunning Visuals', 'Strong Performances', 'Stunning Visuals', 'Immersive Sound Design', 'Faithful adaptation', 'Impeccable Production', 'Immersive Sound Design']",['None']
1966,6,0,['None'],"['Weak artistic choices', 'Lack of majesty', 'Missing important details from the book and original movie', 'Lackluster music', 'Disappointing visuals']",['None'],"['Weak Plot', 'Lackluster Cinematography', 'Poor Audio Quality', 'Poor Adaptation', 'Inadequate Set Design']"
1967,2,0,['None'],"['Dialogue', 'Storytelling ', 'Editing']",['None'],"['Weak Plot', 'Muddled Themes', 'None']"
1968,10,1,"['Beautiful scenery', 'Impressive CGI', 'Good acting', 'Good script', 'Faithful to the book']",['None'],"['Stunning Visuals', 'Impeccable Production', 'Strong Performances', 'Engaging Plot', 'Faithful adaptation']",['None']
1969,8,1,"['Visuals', 'Accomplished actors', 'Moving soundtrack', 'Coherent story', 'Clear character beats']",['Lack of exposition'],"['Stunning Visuals', 'Strong Performances', 'Immersive Sound Design', 'Engaging Plot', 'Thought-Provoking Themes']",['Muddled Themes']
1970,9,1,"['Visuals', 'Action', 'Sets', 'Cast', 'Score', 'Immersive world-building', 'Minimalistic yet rich feel', 'Cool suits', 'Great setup for part 2', 'Thoroughly entertaining', ""Director's dedication"", 'Stellar performances by the cast', 'Exceeded high expectations']",['None'],"['Stunning Visuals', 'Engaging Plot', 'Impeccable Production', 'Strong Performances', 'Immersive Sound Design', 'Thought-Provoking Themes', 'Faithful adaptation', 'None', 'None', 'None']",['None']
1971,6,0,['visuals'],['incomplete storyline'],['Stunning Visuals'],['Weak Plot']
1972,9,1,"['Epic adventure', 'Survival against all odds', 'Compelling 2nd half', 'Leaves audience wanting more']",['Uneven pace'],"['Engaging Plot', 'Engaging Plot', 'Engaging Plot', 'Thought-Provoking Themes']",['Muddled Themes']
1973,6,0,['   None'],"['Storytelling', 'Lack of effective elaboration on customs']",['None'],"['Weak Plot', 'Muddled Themes']"
1974,10,1,"['Interesting story', 'Engaging characters', 'Fantastic world depiction', 'Great for sci-fi lovers', 'Amazing photography and sets']",['Slow pacing'],"['Engaging Plot', 'Engaging Plot', 'Impeccable Production', 'Thought-Provoking Themes', 'Stunning Visuals']",['Muddled Themes']
1975,10,1,"['Well-adapted screenplay', 'Mature portrayal of Paul', 'Early realization of identity']",['None'],"['Faithful adaptation', 'Strong Performances', 'Thought-Provoking Themes']",['None']
1976,5,0,"['Visuals', 'Sound']","['Length', 'Boring', 'Disappointing last fight', 'Underutilization of abilities']","['Stunning Visuals', 'Immersive Sound Design']","['Weak Plot', 'Weak Plot', 'Weak Plot', 'Subpar Acting']"
1977,8,1,"['Exceptional scenes', 'Beautifully crafted', 'Well-casted roles']",['Perfection feels artificial'],"['Engaging Plot', 'Impeccable Production', 'Strong Performances']",['Muddled Themes']
1978,10,1,"['Direction', 'Cinematography', 'Plot', 'Score', 'Acting']",['None'],"['Engaging Plot', 'Strong Performances', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design']",['Muddled Themes']
1979,3,0,"['Beautifully shot scenes', 'Unique style']","['Long-winded storytelling', 'Noisy weird sound', 'Uninspired acting', 'Annoying aspects of the movie', 'Not a masterpiece']","['Stunning Visuals', 'Stunning Visuals', 'Engaging Plot']","['Poor Audio Quality', 'Subpar Acting', 'Weak Plot', 'Muddled Themes', 'Weak Plot']"
1980,9,1,"['Realistic sci-fi epic', 'Interesting politics of warring houses', 'Well-paced action', 'Outstanding CGI', 'Fantastic acting', 'Relatable and intelligent protagonist', 'Perfect opening act']",['None'],"['Engaging Plot', 'Engaging Plot', 'Engaging Plot', 'Stunning Visuals', 'Strong Performances', 'Thought-Provoking Themes', 'Engaging Plot']",['None']
1981,10,1,['Masterpiece'],"['Too short', 'Characters lacked development', 'Lady Jessica too emotional']",['Engaging Plot'],"['Weak Plot', 'Subpar Acting', 'Subpar Acting']"
1982,8,1,"['Beautiful cinematography', 'Rich soundtrack by Hans Zimmer', 'Focus on world building', 'Careful use of CGI', 'Good performances by actors']","['Short runtime ', 'Complex narrative may be confusing']","['Stunning Visuals', 'Immersive Sound Design', 'Thought-Provoking Themes', 'Impeccable Production', 'Strong Performances']","['Weak Plot', 'Weak Plot']"
1983,2,0,['   None'],['Lack of definitive idea'],['None'],['Weak Plot']
1984,7,0,['Visual effects'],['Lack of details compared to 1984 version'],['Stunning Visuals'],['Poor Adaptation']
1985,5,0,['   None'],"['Wafer-thin story', 'Lack of character depth', 'Vague backdrop and plot', 'Lack of progression and meaning']",['None'],"['Weak Plot', 'Subpar Acting', 'Lackluster Cinematography', 'Inadequate Set Design']"
1986,10,1,"['Good atmosphere', 'Good actors', 'Good effects', 'Epic scenes', 'Dragonfly ""helicopter""']",['Slow pace'],"['Thought-Provoking Themes', 'Strong Performances', 'Stunning Visuals', 'Engaging Plot', 'Impeccable Production']",['Muddled Themes']
1987,5,0,"['Astonishing visuals', 'None']","['Lack of pace', 'Lack of theatrical value']","['Stunning Visuals', 'None']","['Weak Plot', 'Inadequate Set Design']"
1988,5,0,['   None'],['Pacing'],['None'],['Muddled Themes']
1989,9,1,"['Acting', 'Action', 'Music', 'Cinematography', 'Visual experience']",['None'],"['Engaging Plot', 'Strong Performances', 'Immersive Sound Design', 'Stunning Visuals', 'Thought-Provoking Themes']","['Muddled Themes', 'Poor Audio Quality', 'Poor Adaptation']"
1990,6,0,['Special effects'],"['Confusing plot', 'Lack of clear characterization', 'Requires reading the book for clarity']",['Stunning Visuals'],"['Weak Plot', 'None', 'Poor Adaptation']"
1991,10,1,"['Direction', 'Script', 'Visuals', 'Sound', 'Performances']",['None'],"['Engaging Plot', 'Strong Performances', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design']",['Muddled Themes']
1992,8,1,"['Good action', 'Great plot', 'Interesting screenplay', 'Leaves you wanting more', 'Ending leaves at a cliffhanger']",['None'],"['Engaging Plot', 'Engaging Plot', 'Thought-Provoking Themes', 'Engaging Plot', 'Engaging Plot']",['None']
1993,9,1,"['Familiar faces', 'INCREDIBLE visual effects', 'Thicc plot', 'Amazing visuals', 'Hot costumes']",['Slow pacing'],"['Strong Performances', 'Stunning Visuals', 'Engaging Plot', 'Impeccable Production', 'Impeccable Production']",['Muddled Themes']
1994,9,1,"['Faithful adaptation of the story', 'Subtle portrayal of violence', 'Depiction of Sardukars', 'Hierarchy representation']",['None'],"['Faithful adaptation', 'Thought-Provoking Themes', 'Thought-Provoking Themes', 'Thought-Provoking Themes']",['None']
1995,2,0,['None'],"['Incomprehensible plot', 'Disappointing for sci-fi fans']",['None'],"['Weak Plot', 'Muddled Themes']"
1996,1,0,['None'],"['Lack of attention to detail', 'Poor acting decisions', 'Annoying portrayal of characters']",['None'],"['Weak Plot', 'Subpar Acting', 'Subpar Acting']"
1997,10,1,"['writing', 'acting', 'screenplay', 'visuals', 'depth']",['   None'],"['Engaging Plot', 'Strong Performances', 'Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design']",['Poor Adaptation']
1998,10,1,"['Spectacular', 'Fabulous visuals', 'Great sound', 'Good cast', 'Adapts source material well']",['None'],"['Stunning Visuals', 'Impeccable Production', 'Immersive Sound Design', 'Strong Performances', 'Faithful adaptation']",['None']
1999,9,1,"['Unique', 'Cinematography', 'Soundtrack', 'Award-worthy']",['None'],"['Engaging Plot', 'Stunning Visuals', 'Immersive Sound Design', 'Thought-Provoking Themes']",['None']
2000,9,1,"['Music creativity and emotional impact', 'Religious color in soundtracking', 'Comparable to Star Wars']","['Lack of conductor and composer talent', 'Repetitive themes']","['Immersive Sound Design', 'Immersive Sound Design', 'Thought-Provoking Themes']","['Poor Audio Quality', 'Poor Audio Quality']"
2001,6,0,['   None'],"['Lengthy visions', 'Boring shots of shifting sands', 'Grim and colorless tone', 'Inconsistent CGI quality', 'Cheap-looking sets', 'Non-CGI action scenes resembling Star Trek (TOS)', 'Unnatural acting', 'Distracting celebrity cameos', 'Inaudible whispering and mumbling', 'Overwhelming score by Hans Zimmer']","['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']","['Lackluster Cinematography', 'Lackluster Cinematography', 'Lackluster Cinematography', 'Lackluster Cinematography', 'Inadequate Set Design', 'Inadequate Set Design', 'Subpar Acting', 'Poor Audio Quality', 'Poor Audio Quality', 'Poor Audio Quality']"
2002,1,0,['   None'],"['Boring script', 'Limp acting', 'Rubbish music', 'Lack of wow factor', 'Fails to deliver']",['None'],"['Weak Plot', 'Subpar Acting', 'Poor Audio Quality', 'Lackluster Cinematography', 'Muddled Themes']"
2003,9,1,"['Accurate retelling', 'Strong acting', 'Great cinematography', 'Natural look', 'Worth the wait']",['Too loud'],"['Faithful adaptation', 'Strong Performances', 'Stunning Visuals', 'Impeccable Production', 'None']",['Poor Audio Quality']
2004,3,0,"['Scope', 'Thickness of universe', 'Contrasting close-ups with landscapes', 'Anchoring of characters']","['Slow pacing', 'Repetitive', 'Cold atmosphere', 'Lack of introspection']","['Engaging Plot', 'Impeccable Production', 'Stunning Visuals', 'Strong Performances']","['Muddled Themes', 'Muddled Themes', 'Poor Audio Quality', 'Weak Plot']"
2005,4,0,['None'],"['Pretentious', 'Lack of plot value', 'Unnecessary shots', 'Future-flashbacks fall flat', 'Rushed character building']",['None'],"['Weak Plot', 'Weak Plot', 'Lackluster Cinematography', 'Muddled Themes', 'None']"
2006,2,0,['   None'],"['Acting', 'Disappointing compared to original']",['None'],"['Subpar Acting', 'Poor Adaptation']"
2007,3,0,['   None'],"['Pacing', 'Lack of character development']",['None'],"['Weak Plot', 'Subpar Acting']"
2008,3,0,['   None'],"['Constant noise', 'Endless slow motion scenes', 'Repetitive ship landings', 'Comparison to Star Wars', 'Lack of editing']",['None'],"['Lackluster Cinematography', 'Lackluster Cinematography', 'Lackluster Cinematography', 'Weak Plot', 'Weak Plot']"
2009,6,1,"['Visual seductiveness', 'Inspired performances', 'Poetry of the desert', 'Portrayal of characters', 'Talented actors']",['None'],"['Stunning Visuals', 'Strong Performances', 'Thought-Provoking Themes', 'Engaging Plot', 'Strong Performances']",['None']
2010,5,0,['   None'],"['Lack of explanation', 'Slow pace']","['None', 'None', 'None', 'None', 'None', 'None', 'None']","['None', 'None', 'None', 'None', 'None', 'None', 'None']"
2011,8,1,"['Good story adaptation', 'Worth a watch']","['Sudden ending', 'Lack of character development']","['Faithful adaptation', 'Engaging Plot']","['Muddled Themes', 'Weak Plot']"
2012,4,0,"['Cinematography', 'Acting', 'Cool space elements']","['Boring', 'Lack of character development', 'Undercut by bad writing', 'Lack of tension', 'No relatability']","['Stunning Visuals', 'Strong Performances', 'Impeccable Production']","['Weak Plot', 'Weak Plot', 'Muddled Themes', 'Muddled Themes', 'Weak Plot']"
